InvestigationType,EventDate,Location,Country,Latitude,Longitude,Lethality,InjurySeverity,AircraftDamage,RegistrationNumber,Make,Model,NumberofEngines,EngineType,PurposeofFlight,AirCarrier,TotalFatalInjuries,WeatherCondition,BroadPhaseofFlight
Accident,8/10/84,"TABERNASH, CO",United States,39.9935977,-105.8430661,1,Fatal,Destroyed,N4584A,CESSNA,L-19E,1,Reciprocating,Business,,2,VMC,CRUISE
Accident,8/12/84,"ALPENA, MI",United States,45.0616794,-83.4327528,1,Fatal,Destroyed,N98967,PIPER,PA-12,1,Reciprocating,Personal,,2,VMC,MANEUVERING
Accident,8/15/84,"BROCKPORT, NY",United States,43.2136713,-77.9391797,1,Fatal,Destroyed,N8439L,CESSNA,172I,1,Reciprocating,Personal,,2,VMC,TAKEOFF
Accident,8/17/84,"OSKALOOSA, IA",United States,41.2916728,-92.6493595,1,Fatal,Destroyed,N516PC,CESSNA,170B,1,Reciprocating,Personal,,2,VMC,MANEUVERING
Accident,8/19/84,"BUXTON, OR",United States,45.6887233,-123.1909455,1,Fatal,Destroyed,N8037D,UNKNOWN,MA-5 CHARGER,1,Reciprocating,Personal,,2,VMC,MANEUVERING
Accident,8/20/84,"LAFITTE, LA",United States,29.6668793,-90.1084073,1,Fatal,Destroyed,N9786G,CESSNA,180J,1,Reciprocating,Business,,2,VMC,MANEUVERING
Accident,8/24/84,"WALLINGFORD, VT",United States,43.4717467,-72.9773692,1,Fatal,Destroyed,N18SM,CESSNA,414,2,Reciprocating,Personal,,2,IMC,APPROACH
Accident,8/25/84,"PALESTINE, AR",United States,34.9723153,-90.9026158,1,Fatal,Destroyed,N4966X,Robinson,S-2R,1,Turbo Prop,Personal,,2,VMC,MANEUVERING
Accident,8/28/84,"ILIAMNA BAY, AK",United States,59.6413972,-153.6058127,1,Fatal,Destroyed,N2641Y,CESSNA,180,1,Reciprocating,Business,,2,VMC,TAXI
Accident,8/29/84,"BLOOMFIELD, MO",United States,36.8858853,-89.9292572,1,Fatal,Destroyed,N30755,CESSNA,177B,1,Reciprocating,Business,,2,IMC,CRUISE
Accident,8/31/84,"ALBERTVILLE, AL",United States,34.2675937,-86.2088669,1,Fatal,Destroyed,N55LP,CESSNA,402C,2,Reciprocating,Business,,2,IMC,APPROACH
Accident,8/31/84,"ROCK SPRINGS, WY",United States,41.5874644,-109.2029043,1,Fatal,Destroyed,N3110U,CESSNA,182F,1,Reciprocating,Personal,,2,VMC,LANDING
Accident,9/3/84,"RUBIDOUX, CA",United States,33.9971988,-117.41762,1,Fatal,Destroyed,N4967P,PIPER,PA-23-235,2,Reciprocating,Personal,,2,VMC,TAKEOFF
Accident,9/5/84,"VALENCIA, CA",United States,34.456151,-118.5713823,1,Fatal,Destroyed,N2291R,CESSNA,T210J,1,Reciprocating,Business,,2,VMC,MANEUVERING
Accident,9/7/84,"SKAMANIA, WA",United States,45.9428524,-121.8962257,1,Fatal,Destroyed,N191WB,CESSNA,T210M,1,Reciprocating,Personal,,2,VMC,CRUISE
Accident,9/8/84,"WILMOT, NH",United States,43.4517414,-71.9136936,1,Fatal,Destroyed,N86859,BELLANCA,8GCBC,1,Reciprocating,Personal,,2,VMC,MANEUVERING
Accident,9/8/84,"REDLANDS, CA",United States,34.0555693,-117.1825381,1,Fatal,Destroyed,N381LS,CESSNA,310,2,Reciprocating,Personal,,2,VMC,TAKEOFF
Accident,9/8/84,"LAKE COMORANT, MS",United States,34.9042635,-90.2145395,1,Fatal,Destroyed,N8478V,Robinson,S-2R,1,Reciprocating,Personal,,2,VMC,UNKNOWN
Accident,9/9/84,"LISLE, IL",United States,41.801141,-88.0747875,1,Fatal,Destroyed,N5289D,CESSNA,172N,1,Reciprocating,Personal,,2,IMC,CRUISE
Accident,9/9/84,"QUINLAN, TX",United States,32.9103998,-96.1355295,1,Fatal,Destroyed,N46ER,CESSNA,172N,1,Reciprocating,Personal,,2,VMC,APPROACH
Accident,9/11/84,"NEWBURY, MA",United States,42.7649497,-70.8714528,1,Fatal,Destroyed,N85819,AERONCA,11AC,1,Reciprocating,Personal,,2,VMC,MANEUVERING
Accident,9/16/84,"MEADOW LAKE, NM",United States,34.8014442,-106.543633,1,Fatal,Destroyed,N5895D,PIPER,PA-18,1,Reciprocating,Personal,,2,VMC,TAKEOFF
Accident,9/17/84,"MARIPOSA, CA",United States,37.4849377,-119.9662843,1,Fatal,Destroyed,N6406U,MOONEY,M20C,1,Reciprocating,Personal,,2,VMC,LANDING
Accident,9/19/84,"LANETT, AL",United States,32.8687391,-85.1904971,1,Fatal,Destroyed,N201RT,MOONEY,M20J,1,Reciprocating,Business,,2,VMC,APPROACH
Accident,9/22/84,"COLLEYVILLE, TX",United States,32.8809603,-97.155012,1,Fatal,Destroyed,N761LR,CESSNA,T210M,1,Reciprocating,Personal,,2,IMC,CRUISE
Accident,9/22/84,"MCKINNEY, TX",United States,33.1983388,-96.6389342,1,Fatal,Destroyed,NONE,MERCHANT,T-10R263,1,Reciprocating,Instructional,,2,IMC,MANEUVERING
Accident,9/26/84,"WEBBERS FALLS, OK",United States,35.5109296,-95.1299597,1,Fatal,Destroyed,N52270,CESSNA,172P,1,Reciprocating,Public Aircraft,,2,VMC,CRUISE
Accident,9/27/84,"ANCHORAGE, AK",United States,61.2180556,-149.9002778,1,Fatal,Destroyed,N3751M,PIPER,PA-12,1,Reciprocating,Personal,,2,UNK,UNKNOWN
Accident,9/28/84,"WILMOT, AR",United States,33.0573469,-91.5734539,1,Fatal,Destroyed,N4722Z,PIPER,PA-22-108,1,Reciprocating,Personal,,2,VMC,MANEUVERING
Accident,10/6/84,"MONROE, LA",United States,32.5093109,-92.1193012,1,Fatal,Destroyed,N4877H,CESSNA,152,1,Reciprocating,Personal,,2,IMC,CRUISE
Accident,10/7/84,"ATHENS, TN",United States,35.4428512,-84.5929898,1,Fatal,Destroyed,N8506C,Messerschmitt,SKYBOLT,1,Reciprocating,Personal,,2,IMC,MANEUVERING
Accident,10/9/84,"CHECOTAH, OK",United States,35.4700993,-95.5230356,1,Fatal,Destroyed,N81502,Robinson,695A,2,Turbo Prop,Unknown,,2,VMC,MANEUVERING
Accident,10/11/84,"MORGANTOWN, NC",United States,35.7454071,-81.6848188,1,Fatal,Destroyed,N2553A,PIPER,PA-38-112,1,Reciprocating,Instructional,,2,VMC,APPROACH
Accident,10/11/84,"MORGANTOWN, NC",United States,35.7454071,-81.6848188,1,Fatal,Destroyed,N32828,PIPER,PA-28-151,1,Reciprocating,Personal,,2,VMC,CLIMB
Accident,10/14/84,"HIATTVILLE, KS",United States,37.7222662,-94.8716353,1,Fatal,Destroyed,N3102U,CESSNA,182F,1,Reciprocating,Personal,,2,VMC,CRUISE
Accident,10/15/84,"ENGLEWOOD, CO",United States,39.6477653,-104.9877597,1,Fatal,Destroyed,N6917R,CESSNA,T210-H,1,Reciprocating,Personal,,2,IMC,CRUISE
Accident,10/15/84,"PORT MANSFIELD, TX",United States,26.5547882,-97.4249807,1,Fatal,Destroyed,N66CF,PIPER,PA-30,2,Reciprocating,Personal,,2,VMC,UNKNOWN
Accident,10/19/84,"BRUCE, WI",United States,45.4569087,-91.2732106,1,Fatal,Destroyed,N2898D,PIPER,PA-32-300,1,Reciprocating,Personal,,2,IMC,CRUISE
Accident,10/20/84,"KIEL, WI",United States,43.912493,-88.0356515,1,Fatal,Destroyed,N43833,Sweet-House,BC12-D,1,Reciprocating,Personal,,2,VMC,MANEUVERING
Accident,10/24/84,"HOT SPRINGS, VA",United States,37.9993993,-79.831587,1,Fatal,Destroyed,N777AB,Beech,58,2,Reciprocating,Positioning,,2,IMC,GO-AROUND
Accident,10/26/84,"PROVIDENCE, RI",United States,41.8239891,-71.4128343,1,Fatal,Destroyed,N45397,CESSNA,150M,1,Reciprocating,Personal,,2,IMC,MANEUVERING
Accident,10/28/84,"BUTLER, PA",United States,40.8611755,-79.8953328,1,Fatal,Destroyed,N51686,Embraer,280C,1,Reciprocating,Personal,,2,VMC,APPROACH
Accident,10/29/84,"KEYSER'S RIDGE, MD",United States,39.694332,-79.2468109,1,Fatal,Destroyed,N172VF,DAVIS,DH 82 TIGER MOTH,1,Reciprocating,Personal,,2,IMC,MANEUVERING
Accident,10/31/84,"WOOSTER, OH",United States,40.8050565,-81.935143,1,Fatal,Destroyed,N2937A,Grumman-Schweizer,690C,2,Turbo Prop,Business,,2,VMC,APPROACH
Accident,11/2/84,"BEVERLY, MA",United States,42.5584283,-70.880049,1,Fatal,Destroyed,N9930W,PIPER,PA-28-140,1,Reciprocating,Personal,,2,IMC,APPROACH
Accident,11/4/84,"SYRIA, VA",United States,38.4879035,-78.3261152,1,Fatal,Destroyed,N91954,DONALD E. SAMUELS,AD-4NA,1,Reciprocating,Personal,,2,IMC,CLIMB
Accident,11/12/84,"ABILENE, TX",United States,32.4487364,-99.7331439,1,Fatal,Destroyed,N95HP,DAVIS STARSHIP,DHC-1-22,1,Reciprocating,Instructional,,2,VMC,MANEUVERING
Accident,11/13/84,"JAMUL, CA",United States,32.7169988,-116.8761347,1,Fatal,Destroyed,N9405E,CESSNA,172N,1,Reciprocating,Instructional,,2,VMC,MANEUVERING
Accident,11/13/84,"CLINT, TX",United States,31.592337,-106.2241449,1,Fatal,Destroyed,N9336F,Hughes,269B,1,Reciprocating,Instructional,,2,VMC,MANEUVERING
Accident,11/17/84,"NEW HAVEN, MI",United States,42.7294758,-82.8013107,1,Fatal,Destroyed,N51JL,Nolen,P-51D,1,Reciprocating,Personal,,2,VMC,MANEUVERING
Accident,11/23/84,"KINGMAN, AZ",United States,35.189443,-114.0530065,1,Fatal,Destroyed,N3698L,CESSNA,172G,1,Reciprocating,Personal,,2,IMC,CRUISE
Accident,12/1/84,"PROVO, UT",United States,40.2338438,-111.6585337,1,Fatal,Destroyed,N8580S,CESSNA,182H,1,Reciprocating,Instructional,,2,VMC,MANEUVERING
Accident,12/3/84,"BROWNSVILLE, TX",United States,25.9017472,-97.4974838,1,Fatal,Destroyed,N2406G,CESSNA,182B,1,Reciprocating,Personal,,2,IMC,CRUISE
Accident,12/6/84,"HAGWOOD STORE, NC",United States,35.7595731,-79.0192997,1,Fatal,Destroyed,N9476Y,BEECH,N35,1,Reciprocating,Personal,,2,IMC,DESCENT
Accident,12/9/84,"DAYTON, OH",United States,39.7589478,-84.1916069,1,Fatal,Destroyed,N9627U,Grumman,AA-5,1,Reciprocating,Personal,,2,UNK,UNKNOWN
Accident,12/11/84,"PORT ORCHARD, WA",United States,47.5403732,-122.6362492,1,Fatal,Destroyed,N80061,CESSNA,C-152,1,Reciprocating,Instructional,,2,IMC,CRUISE
Accident,12/11/84,"PONTIAC, MI",United States,42.6389216,-83.2910468,1,Fatal,Destroyed,N9011Y,PIPER,PA-31,2,Reciprocating,Unknown,,2,IMC,UNKNOWN
Accident,12/12/84,"ROSAMOND, CA",United States,34.8641446,-118.1634075,1,Fatal,Destroyed,N49806,CESSNA,152,1,Reciprocating,Personal,,2,IMC,CRUISE
Accident,12/12/84,"GORMAN, CA",United States,34.7960902,-118.8525956,1,Fatal,Destroyed,N26131,Grumman,AA-5A,1,Reciprocating,Personal,,2,VMC,CRUISE
Accident,12/15/84,"ATHENS, AL",United States,34.8028661,-86.9716741,1,Fatal,Destroyed,N2074X,BEECH,C23,1,Reciprocating,Instructional,,2,VMC,MANEUVERING
Accident,12/16/84,"PETALUMA, CA",United States,38.232417,-122.6366524,1,Fatal,Destroyed,N95337,CESSNA,152,1,Reciprocating,Instructional,,2,VMC,MANEUVERING
Accident,12/18/84,"LAREDO, TX",United States,27.5035613,-99.5075519,1,Fatal,Destroyed,N9249T,PIPER,PA-38-112,1,Reciprocating,Personal,,2,VMC,APPROACH
Accident,12/22/84,"ELLINGTON, CT",United States,41.9172826,-72.458236,1,Fatal,Destroyed,N84958,Robinson,R-22-A,1,Reciprocating,Personal,,2,IMC,CRUISE
Accident,12/25/84,"HUNTSVILLE, AL",United States,34.7303688,-86.5861037,1,Fatal,Destroyed,N8475K,Robinson,R-22 ALPHA,1,Reciprocating,Personal,,2,VMC,MANEUVERING
Accident,12/25/84,"IMLAY, NV",United States,40.6607386,-118.1504207,1,Fatal,Destroyed,N9659P,PIPER,PA-18-150,1,Reciprocating,Personal,,2,VMC,MANEUVERING
Accident,12/27/84,"HOMESTEAD, FL",United States,25.4687224,-80.4775569,1,Fatal,Destroyed,N8920C,PIPER,PA-32R-300,1,Reciprocating,Unknown,,2,VMC,CRUISE
Accident,1/1/85,"EDGEWOOD, NM",United States,35.0614358,-106.1914141,1,Fatal,Destroyed,N5069Q,CESSNA,310N,2,Reciprocating,Personal,,2,IMC,CRUISE
Accident,1/21/85,"PINE VALLEY, CA",United States,32.8214402,-116.5291841,1,Fatal,Destroyed,N24BC,CESSNA,A185F,1,Reciprocating,Business,,2,IMC,CRUISE
Accident,1/24/85,"LETOHATCHEE, AL",United States,32.129589,-86.4858058,1,Fatal,Destroyed,N2431X,CESSNA,182H,1,Reciprocating,Business,,2,VMC,MANEUVERING
Accident,1/26/85,"BICKLETON, WA",United States,45.9979065,-120.3006062,1,Fatal,Destroyed,N4369F,PIPER,PA-28-161,1,Reciprocating,Personal,,2,IMC,CRUISE
Accident,1/26/85,"WHITE CITY, OR",United States,42.431618,-122.8354426,1,Fatal,Destroyed,N7277M,CESSNA,175,1,Reciprocating,Personal,,2,VMC,GO-AROUND
Accident,1/26/85,"ASHDOWN, AR",United States,33.6742867,-94.1313054,1,Fatal,Destroyed,N89782,CESSNA,152,1,Reciprocating,Personal,,2,VMC,MANEUVERING
Accident,1/26/85,"MARVEL, CO",United States,37.1125001,-108.1267413,1,Fatal,Substantial,N6787F,CESSNA,150F,1,Reciprocating,Personal,,2,VMC,MANEUVERING
Accident,1/27/85,"IRWINDALE, CA",United States,34.1069527,-117.9353413,1,Fatal,Substantial,N65599,CESSNA,152,1,Reciprocating,Instructional,,2,VMC,CRUISE
Accident,1/27/85,"IRWINDALE, CA",United States,34.1069527,-117.9353413,1,Fatal,Destroyed,N9058Y,CESSNA,120,1,Reciprocating,Unknown,,2,VMC,DESCENT
Accident,2/1/85,"CEDARVILLE, NJ",United States,39.3326145,-75.1996314,1,Fatal,Destroyed,N72BS,BEECH,A100,2,Turbo Prop,Positioning,,2,IMC,DESCENT
Accident,2/3/85,"KEY LARGO, FL",United States,25.0865151,-80.4472802,1,Fatal,Substantial,N5103Y,PIPER,PA-23-250,2,Reciprocating,Unknown,,2,UNK,CRUISE
Accident,2/10/85,"PORTSMOUTH, OH",United States,38.7317431,-82.9976742,1,Fatal,Destroyed,N2961L,MOONEY,M20C,1,Reciprocating,Instructional,,2,VMC,MANEUVERING
Accident,2/13/85,"ST. MARY'S, PA",United States,41.4273738,-78.5609398,1,Fatal,Destroyed,N2019U,Beech,G90,2,Turbo Prop,Business,,2,IMC,APPROACH
Accident,2/19/85,"BURKES GARDEN, VA",United States,37.0981724,-81.3409367,1,Fatal,Destroyed,N2370E,CESSNA,182R,1,Reciprocating,Personal,,2,IMC,CRUISE
Accident,2/19/85,"HOT SPRINGS, AR",United States,34.5037004,-93.0551795,1,Fatal,Destroyed,N104JK,PIPER,PA-23-250,2,Reciprocating,Executive/Corporate,,2,IMC,CLIMB
Accident,2/22/85,"UTICA, MI",United States,42.6261446,-83.0335384,1,Fatal,Destroyed,N100RN,PIPER,PA-31T,2,Turbo Prop,Executive/Corporate,,2,IMC,APPROACH
Accident,2/22/85,"CHINOOK, MT",United States,48.5899222,-109.2312312,1,Fatal,Destroyed,N26580,SWIFT,BC-65,1,Reciprocating,Personal,,2,VMC,MANEUVERING
Accident,2/23/85,"ROCKLEDGE, FL",United States,28.3164498,-80.7269854,1,Fatal,Substantial,N1ZF,GILLMORE,SWIFT GC-1B,1,Reciprocating,Personal,,2,VMC,APPROACH
Accident,2/28/85,"CORNVILLE, AZ",United States,34.7177989,-111.9215438,1,Fatal,Destroyed,N6328N,Bellanca,7GCAA,1,Reciprocating,Personal,,2,VMC,MANEUVERING
Accident,2/28/85,"OCEANSIDE, CA",United States,33.1958696,-117.3794834,1,Fatal,Destroyed,N9325M,MOONEY,M-20-E,1,Reciprocating,Personal,,2,VMC,TAKEOFF
Accident,3/1/85,"KEY WEST, FL",United States,24.5550593,-81.7799871,1,Fatal,Destroyed,N709G,Robinson,680E,2,Reciprocating,Personal,,2,VMC,CRUISE
Accident,3/3/85,"MODESTO, CA",United States,37.6392595,-120.9970014,1,Fatal,Destroyed,N103ES,CESSNA,152,1,Reciprocating,Personal,,2,VMC,DESCENT
Accident,3/4/85,"JACKSONVILE, FL",United States,30.3321838,-81.655651,1,Fatal,Destroyed,N100DT,PIPER,PA-23-250,2,Reciprocating,Unknown,,2,IMC,UNKNOWN
Accident,3/9/85,"ROBBINSVILLE, NC",United States,35.322866,-83.807399,1,Fatal,Destroyed,N8470X,PIPER,PA-32-301,1,Reciprocating,Personal,,2,IMC,MANEUVERING
Accident,3/12/85,"ELI, NE",United States,42.9430015,-101.4913923,1,Fatal,Destroyed,N6101U,CESSNA,T210R,1,Reciprocating,Personal,,2,VMC,CRUISE
Accident,3/16/85,"GAINESVILLE, FL",United States,29.6516344,-82.3248262,1,Fatal,Destroyed,N545SF,American Champion (ACAC),FALCO F8L,1,Reciprocating,Personal,,2,IMC,CRUISE
Accident,3/18/85,"MOUNTAIN PASS, CA",United States,35.4709811,-115.5455518,1,Fatal,Destroyed,N7748K,CESSNA,P210N,1,Reciprocating,Personal,,2,UNK,CRUISE
Accident,3/21/85,"VAIL, CO",United States,39.6402638,-106.3741955,1,Fatal,Destroyed,N8359B,PIPER,PA-28-181,1,Reciprocating,Business,,2,IMC,MANEUVERING
Accident,3/27/85,"ONXY, AR",United States,34.8514823,-93.4079661,1,Fatal,Destroyed,N6048B,CESSNA,182A,1,Reciprocating,Personal,,2,IMC,CRUISE
Accident,4/2/85,"JOHNSON CITY, NY",United States,42.1156308,-75.9588092,1,Fatal,Destroyed,N5407J,CESSNA,421B,2,Reciprocating,Business,,2,VMC,TAXI
Accident,4/2/85,"CORONA, CA",United States,33.8752935,-117.5664384,1,Fatal,Destroyed,N1588Q,CESSNA,150L,1,Reciprocating,Instructional,,2,VMC,UNKNOWN
Accident,4/7/85,"ACME, PA",United States,40.1265877,-79.4287878,1,Fatal,Destroyed,N8367J,CESSNA,150G,1,Reciprocating,Personal,,2,IMC,CRUISE
Accident,4/7/85,"YAMHILL, OR",United States,45.3415045,-123.1878238,1,Fatal,Destroyed,N9705E,BELLANCA,17-31A,1,Reciprocating,Personal,,2,VMC,LANDING
Accident,4/13/85,"ERIE, CO",United States,40.0502623,-105.0499817,1,Fatal,Destroyed,NONE,TILLMAN,PHANTOM II,1,Reciprocating,Instructional,,2,VMC,DESCENT
Accident,4/18/85,"SANTA FE, NM",United States,35.6869752,-105.937799,1,Fatal,Destroyed,N52457,CESSNA,172 P,1,Reciprocating,Unknown,,2,VMC,MANEUVERING
Accident,4/18/85,"HOCKLEY, TX",United States,30.026861,-95.8458562,1,Fatal,Destroyed,NONE,Classic Aircraft Corp,CONDOR III,1,Reciprocating,Personal,,2,VMC,MANEUVERING
Accident,4/19/85,"MENA, AR",United States,34.5862171,-94.2396554,1,Fatal,Destroyed,N95UP,Beech,B95,2,Reciprocating,Unknown,,2,VMC,TAKEOFF
Accident,4/19/85,"CLEARWATER, FL",United States,27.9658533,-82.8001026,1,Fatal,Destroyed,N5054Y,BELLANCA,8KCAB,1,Reciprocating,Personal,,2,VMC,MANEUVERING
Accident,4/19/85,"HAWESVILLE, KY",United States,37.9000554,-86.754988,1,Fatal,Destroyed,N72587,CESSNA,140,1,Reciprocating,Personal,,2,VMC,MANEUVERING
Accident,4/20/85,"HAMILTON TWNSHP, NJ",United States,40.2115109,-74.6796651,1,Fatal,Destroyed,N4972S,CESSNA,R182,1,Reciprocating,Personal,,2,IMC,APPROACH
Accident,4/20/85,"COLLINSVILLE, MS",United States,32.4979183,-88.8458832,1,Fatal,Destroyed,N9636S,CESSNA ECTOR,7GCA,1,Reciprocating,Personal,,2,VMC,MANEUVERING
Accident,4/20/85,"NO. HAMPTON, NH",United States,42.9375932,-70.8389219,1,Fatal,Destroyed,N95043,PIPER,PA-28-140,1,Reciprocating,Personal,,2,VMC,GO-AROUND
Accident,4/21/85,"ELKO, NV",United States,40.8324211,-115.7631232,1,Fatal,Destroyed,N7514N,BEECH,36,1,Reciprocating,Personal,,2,IMC,DESCENT
Accident,4/21/85,"SUNLAND, CA",United States,34.2596475,-118.3082747,1,Fatal,Destroyed,N69118,CESSNA,152,1,Reciprocating,Personal,,2,IMC,CLIMB
Accident,4/22/85,"MENA, AR",United States,34.5862171,-94.2396554,1,Fatal,Destroyed,N8942Z,CESSNA,310G,2,Reciprocating,Personal,,2,VMC,CRUISE
Accident,4/25/85,"WAKEENEY, KS",United States,39.0250082,-99.8795656,1,Fatal,Destroyed,N8852P,PIPER,PA-24-260,1,Reciprocating,Business,,2,IMC,MANEUVERING
Accident,4/27/85,"TRACY, CA",United States,37.7396513,-121.4252227,1,Fatal,Destroyed,N9008X,Golias,"SIDEWINDER ""S""",1,Reciprocating,Personal,,2,VMC,APPROACH
Accident,4/27/85,"EL TORO MCAS, CA",United States,33.6661347,-117.7322549,1,Fatal,Destroyed,N2860G,NOONAN,SNJ-6,1,Reciprocating,Personal,,2,VMC,TAKEOFF
Accident,4/30/85,"BROWNWOOD, TX",United States,31.7093197,-98.9911611,1,Fatal,Destroyed,N613MC,BEECH,B 55,2,Reciprocating,Business,,2,IMC,DESCENT
Accident,5/5/85,"SPOKANE, WA",United States,47.6587802,-117.4260465,1,Fatal,Destroyed,N8365F,Hughes,369D,1,Turbo Shaft,Aerial Observation,,2,VMC,TAKEOFF
Accident,5/5/85,"VERDEN, OK",United States,35.0833962,-98.0878254,1,Fatal,Destroyed,N2497K,LON J. MCKNIGHT,8E,1,Reciprocating,Personal,,2,VMC,UNKNOWN
Accident,5/5/85,"LAKEVILLE, MN",United States,44.6496868,-93.24272,1,Fatal,Destroyed,N2475L,PIPER,PA-38-112,1,Reciprocating,Personal,,2,VMC,MANEUVERING
Accident,5/5/85,"SAN ANGELO, TX",United States,31.4637723,-100.4370375,1,Fatal,Destroyed,N83745,Robinson,R-22 HP,1,Reciprocating,Personal,,2,VMC,CRUISE
Accident,5/11/85,"MORRISVILLE, NY",United States,42.8986791,-75.6401825,1,Fatal,Destroyed,N761MC,CESSNA,210M,1,Reciprocating,Personal,,2,VMC,MANEUVERING
Accident,5/12/85,"ODESSA, TX",United States,31.8456816,-102.3676431,1,Fatal,Destroyed,N737ZL,CESSNA,182RG,1,Reciprocating,Personal,,2,VMC,MANEUVERING
Accident,5/13/85,"OJAI, CA",United States,34.4480495,-119.242889,1,Fatal,Destroyed,N17239,CESSNA,177B,1,Reciprocating,Personal,,2,VMC,MANEUVERING
Accident,5/14/85,"MURPHY, ID",United States,43.2162359,-116.5510588,1,Fatal,Destroyed,N1815Q,CESSNA,177RG,1,Reciprocating,Business,,2,IMC,CRUISE
Accident,5/21/85,"HARRISON, AR",United States,36.2297936,-93.1076765,1,Fatal,Destroyed,N10GE,CESSNA,501,2,Turbo Jet,Positioning,,2,IMC,APPROACH
Accident,5/23/85,"REMOTE, OR",United States,43.0059455,-123.8925908,1,Fatal,Destroyed,N4871G,CESSNA,172N,1,Reciprocating,Personal,,2,UNK,CRUISE
Accident,5/28/85,"SAN MANUEL, AZ",United States,32.5997933,-110.6309289,1,Fatal,Destroyed,N1475M,CESSNA,TU-206E,1,Reciprocating,Unknown,,2,VMC,MANEUVERING
Accident,6/1/85,"ALBERT, KS",United States,38.4527906,-99.0114836,1,Fatal,Destroyed,N6426B,CESSNA,152,1,Reciprocating,Personal,,2,VMC,MANEUVERING
Accident,6/6/85,"CARTERSVILLE, GA",United States,34.1650972,-84.7999382,1,Fatal,Destroyed,N5668Z,PIPER,PA-22-108,1,Reciprocating,Unknown,,2,VMC,TAKEOFF
Accident,6/9/85,"HAMPTONBURGH, NY",United States,41.4350938,-74.2601501,1,Fatal,Destroyed,N148CP,BEECH,BE-200,2,Turbo Prop,Positioning,,2,UNK,APPROACH
Accident,6/15/85,"STUART, FL",United States,27.197548,-80.2528257,1,Fatal,Destroyed,N988E,Norcutt,SNJ-5,1,Reciprocating,Instructional,,2,VMC,MANEUVERING
Accident,6/16/85,"GRAVOIS MILLS, MO",United States,38.3083614,-92.8254697,1,Fatal,Destroyed,N1141L,HELIO,SPEZIO SPORT DAL-1,1,Reciprocating,Personal,,2,VMC,MANEUVERING
Accident,6/25/85,"REEDSBURG, WI",United States,43.5324809,-90.0026259,1,Fatal,Destroyed,N32461,PIPER,PA-28-151,1,Reciprocating,Personal,,2,VMC,MANEUVERING
Accident,6/28/85,"MUNDELEIN, IL",United States,42.263079,-88.0039653,1,Fatal,Destroyed,N44340,Szybowcowy Zaklad DO,BC12-D1,1,Reciprocating,Aerial Observation,,2,VMC,UNKNOWN
Accident,7/7/85,"FARIBAULT, MN",United States,44.2949636,-93.268827,1,Fatal,Destroyed,N59BC,Cessna,VIKING DRAGONFLY,1,Reciprocating,Personal,,2,VMC,CRUISE
Accident,7/7/85,"BAKERSFIELD, CA",United States,35.3732921,-119.0187125,1,Fatal,Destroyed,N81PW,PITTS,UNKNOWN,1,Reciprocating,Personal,,2,VMC,GO-AROUND
Accident,7/8/85,"MARANA, AZ",United States,32.436381,-111.2224422,1,Fatal,Destroyed,N5204P,CESSNA,152,1,Reciprocating,Personal,,2,VMC,MANEUVERING
Accident,7/12/85,"IDAHO CITY, ID",United States,43.8285046,-115.8345537,1,Fatal,Destroyed,N948ST,Beech,B36TC,1,Reciprocating,Personal,,2,UNK,CRUISE
Accident,7/12/85,"COLUMBUS, MT",United States,45.6366836,-109.2494014,1,Fatal,Substantial,N6817H,PIPER,J3C-65,1,Reciprocating,Personal,,2,VMC,CLIMB
Accident,7/17/85,"GOOSE PRAIRIE, WA",United States,46.8951142,-121.2670304,1,Fatal,Destroyed,N70691,PIPER,J3-C-65,1,Reciprocating,Personal,,2,VMC,MANEUVERING
Accident,7/18/85,"BAINBRIDGE, IN",United States,39.761157,-86.8119523,1,Fatal,Destroyed,N19293,CESSNA,150L,1,Reciprocating,Business,,2,VMC,CRUISE
Accident,7/21/85,"COLUMBIA, CA",United States,38.0363119,-120.4013061,1,Fatal,Destroyed,N2209J,CESSNA,150G,1,Reciprocating,Personal,,2,VMC,TAKEOFF
Accident,7/23/85,"PORT LIONS, AK",United States,57.8675,-152.8822222,1,Fatal,Destroyed,N15120,Stewart,SR6,1,Reciprocating,Business,,2,IMC,CRUISE
Accident,7/23/85,"GOLETA, CA",United States,34.4358294,-119.8276389,1,Fatal,Destroyed,N11490,CESSNA,150L,1,Reciprocating,Personal,,2,VMC,TAKEOFF
Accident,7/23/85,"OAKLAND, MD",United States,39.4078747,-79.4067116,1,Fatal,Destroyed,N70336,PIPER,J3C-65,1,Reciprocating,Personal,,2,VMC,MANEUVERING
Accident,7/25/85,"CHICAGO(L.MICH), IL",United States,41.8781136,-87.6297982,1,Fatal,Destroyed,N3160B,CESSNA,170B,1,Reciprocating,Personal,,2,UNK,UNKNOWN
Accident,7/26/85,"SANTA ROSA, NM",United States,34.93867,-104.6824892,1,Fatal,Destroyed,N130T,BEECH,A36,1,Reciprocating,Personal,,2,VMC,CRUISE
Accident,7/27/85,"NORTH LOUP, NE",United States,41.4952891,-98.773137,1,Fatal,Destroyed,N9973Q,PIPER,PA-18,1,Reciprocating,Personal,,2,VMC,MANEUVERING
Accident,7/28/85,"RAMONA, CA",United States,33.0413604,-116.8792553,1,Fatal,Destroyed,N56PS,Aerotek,PITTS S-2A,1,Reciprocating,Personal,,2,VMC,MANEUVERING
